MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20180313,Midwest,81.59,18.41,2.92,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180313,Northeast,97.61,2.39,0.18,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180313,West,44.02,55.98,31.11,18.73,5.22,0.00,2018-03-13,2018-03-19,1
20180306,Northeast,97.61,2.39,0.18,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180306,High Plains,32.99,67.01,42.20,19.59,4.94,0.05,2018-03-06,2018-03-12,1
20180306,South,52.15,47.85,33.68,16.43,11.74,0.62,2018-03-06,2018-03-12,1
20180306,Southeast,48.94,51.06,16.66,0.42,0.00,0.00,2018-03-06,2018-03-12,1
20180306,Midwest,81.51,18.49,2.91,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180306,West,43.19,56.81,31.33,18.40,4.03,0.00,2018-03-06,2018-03-12,1
20180227,South,41.89,58.11,36.90,16.97,10.17,0.00,2018-02-27,2018-03-05,1
20180227,Midwest,79.86,20.14,4.15,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180227,West,43.24,56.76,30.45,16.77,2.01,0.00,2018-02-27,2018-03-05,1
20180227,Northeast,97.41,2.59,0.18,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180227,High Plains,31.01,68.99,44.54,15.45,3.09,0.00,2018-02-27,2018-03-05,1
20180227,Southeast,50.97,49.03,12.37,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,South,28.44,71.56,55.73,33.47,10.85,0.00,2018-02-20,2018-02-26,1
20180220,Midwest,72.44,27.56,13.00,3.24,0.72,0.00,2018-02-20,2018-02-26,1
20180220,High Plains,28.39,71.61,44.47,15.76,3.09,0.00,2018-02-20,2018-02-26,1
20180220,Southeast,49.74,50.26,12.37,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180220,Northeast,93.78,6.22,0.18,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180220,West,42.64,57.36,31.21,16.73,1.61,0.00,2018-02-20,2018-02-26,1
20180213,High Plains,28.98,71.02,42.85,15.76,1.53,0.00,2018-02-13,2018-02-19,1
20180213,Midwest,66.88,33.12,14.42,4.05,0.78,0.00,2018-02-13,2018-02-19,1
20180213,South,25.51,74.49,56.70,33.77,11.88,0.00,2018-02-13,2018-02-19,1
20180213,Northeast,93.78,6.22,0.58,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180213,West,43.39,56.61,30.21,16.89,0.84,0.00,2018-02-13,2018-02-19,1
20180213,Southeast,45.69,54.31,15.49,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,Southeast,26.68,73.32,37.47,13.10,0.00,0.00,2018-02-06,2018-02-12,1
20180206,Northeast,77.56,22.44,5.11,0.58,0.00,0.00,2018-02-06,2018-02-12,1
20180206,South,15.03,84.97,61.93,33.11,11.22,0.00,2018-02-06,2018-02-12,1
20180206,Midwest,64.28,35.72,13.04,3.44,0.18,0.00,2018-02-06,2018-02-12,1
20180206,West,42.45,57.55,30.32,15.72,0.59,0.00,2018-02-06,2018-02-12,1
20180206,High Plains,21.65,78.35,44.12,15.41,1.53,0.00,2018-02-06,2018-02-12,1
20180130,Midwest,64.86,35.14,12.52,3.44,0.18,0.00,2018-01-30,2018-02-05,1
20180130,West,39.26,60.74,29.61,14.41,0.59,0.00,2018-01-30,2018-02-05,1
20180130,Southeast,24.72,75.28,38.99,17.19,0.48,0.00,2018-01-30,2018-02-05,1
20180130,High Plains,21.65,78.35,43.93,13.70,0.69,0.00,2018-01-30,2018-02-05,1
20180130,South,16.78,83.22,57.69,29.36,6.74,0.00,2018-01-30,2018-02-05,1
20180130,Northeast,73.58,26.42,5.28,0.58,0.00,0.00,2018-01-30,2018-02-05,1
20180123,West,59.89,40.11,25.68,11.81,0.00,0.00,2018-01-23,2018-01-29,1
20180123,High Plains,18.95,81.05,41.55,12.11,0.66,0.00,2018-01-23,2018-01-29,1
20180123,Midwest,65.82,34.18,11.36,3.44,0.18,0.00,2018-01-23,2018-01-29,1
20180123,Southeast,21.01,78.99,45.04,10.62,0.00,0.00,2018-01-23,2018-01-29,1
20180123,South,17.17,82.83,53.71,22.85,4.33,0.00,2018-01-23,2018-01-29,1
20180123,Northeast,73.58,26.42,5.25,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,West,60.55,39.45,25.27,6.73,0.00,0.00,2018-01-16,2018-01-22,1
20180116,Midwest,65.95,34.05,9.46,3.44,0.18,0.00,2018-01-16,2018-01-22,1
20180116,South,23.03,76.97,47.33,21.79,2.87,0.00,2018-01-16,2018-01-22,1
20180116,Southeast,24.75,75.25,38.25,5.97,0.00,0.00,2018-01-16,2018-01-22,1
20180116,Northeast,73.50,26.50,5.25,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180116,High Plains,17.26,82.74,41.47,11.28,0.66,0.00,2018-01-16,2018-01-22,1
20180109,Northeast,73.29,26.71,5.25,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180109,West,64.01,35.99,24.49,6.03,0.00,0.00,2018-01-09,2018-01-15,1
20180109,South,26.03,73.97,45.29,18.60,1.37,0.00,2018-01-09,2018-01-15,1
20180109,Midwest,69.85,30.15,9.46,3.44,0.18,0.00,2018-01-09,2018-01-15,1
20180109,Southeast,23.97,76.03,36.65,2.82,0.00,0.00,2018-01-09,2018-01-15,1
20180109,High Plains,18.06,81.94,41.47,10.72,1.14,0.00,2018-01-09,2018-01-15,1
20180102,Midwest,69.93,30.07,9.46,3.44,0.18,0.00,2018-01-02,2018-01-08,1
20180102,South,31.09,68.91,42.64,15.33,0.30,0.00,2018-01-02,2018-01-08,1
20180102,West,65.60,34.40,19.47,5.75,1.01,0.00,2018-01-02,2018-01-08,1
20180102,Northeast,76.11,23.89,5.25,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20180102,Southeast,26.75,73.25,32.76,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20180102,High Plains,19.28,80.72,29.19,6.34,0.90,0.00,2018-01-02,2018-01-08,1
20171226,High Plains,19.39,80.61,28.07,4.84,0.90,0.00,2017-12-26,2018-01-01,1
20171226,Northeast,78.34,21.66,3.48,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171226,Southeast,37.01,62.99,27.42,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171226,South,34.14,65.86,41.30,8.42,0.30,0.00,2017-12-26,2018-01-01,1
20171226,West,64.13,35.87,18.91,3.56,1.02,0.00,2017-12-26,2018-01-01,1
20171226,Midwest,70.18,29.82,8.67,3.42,0.18,0.00,2017-12-26,2018-01-01,1
20171219,Southeast,33.57,66.43,23.20,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171219,High Plains,19.39,80.61,25.96,3.74,0.90,0.00,2017-12-19,2017-12-25,1
20171219,Northeast,77.46,22.54,2.71,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171219,West,64.27,35.73,18.05,3.56,1.02,0.00,2017-12-19,2017-12-25,1
20171219,South,29.16,70.84,47.62,20.94,2.85,0.00,2017-12-19,2017-12-25,1
20171219,Midwest,64.88,35.12,8.68,3.52,0.18,0.00,2017-12-19,2017-12-25,1
20171212,South,23.95,76.05,40.84,21.28,5.73,0.00,2017-12-12,2017-12-18,1
20171212,Midwest,72.69,27.31,7.31,3.52,0.18,0.00,2017-12-12,2017-12-18,1
20171212,West,65.42,34.58,16.90,2.64,1.02,0.00,2017-12-12,2017-12-18,1
20171212,Northeast,83.05,16.95,1.42,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171212,Southeast,35.45,64.55,21.65,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171212,High Plains,23.45,76.55,23.70,3.74,0.90,0.00,2017-12-12,2017-12-18,1
20171205,South,25.02,74.98,45.00,18.77,2.75,0.00,2017-12-05,2017-12-11,1
20171205,Southeast,34.45,65.55,22.88,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171205,West,72.94,27.06,16.51,2.64,1.02,0.00,2017-12-05,2017-12-11,1
20171205,Midwest,79.37,20.63,7.15,3.49,0.00,0.00,2017-12-05,2017-12-11,1
20171205,High Plains,43.94,56.06,22.90,3.44,0.90,0.00,2017-12-05,2017-12-11,1
20171205,Northeast,84.85,15.15,1.42,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,Northeast,92.44,7.56,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171128,Midwest,81.84,18.16,6.98,2.40,0.00,0.00,2017-11-28,2017-12-04,1
20171128,South,27.70,72.30,41.44,13.44,1.59,0.00,2017-11-28,2017-12-04,1
20171128,High Plains,59.35,40.65,19.97,3.44,0.90,0.00,2017-11-28,2017-12-04,1
20171128,Southeast,42.31,57.69,14.68,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171128,West,73.33,26.67,14.45,2.66,1.02,0.00,2017-11-28,2017-12-04,1
20171121,Midwest,82.08,17.92,6.98,2.40,0.00,0.00,2017-11-21,2017-11-27,1
20171121,South,38.90,61.10,29.21,9.39,0.00,0.00,2017-11-21,2017-11-27,1
20171121,West,77.00,23.00,10.34,2.66,1.02,0.00,2017-11-21,2017-11-27,1
20171121,High Plains,62.30,37.70,15.45,3.26,0.90,0.00,2017-11-21,2017-11-27,1
20171121,Northeast,91.83,8.17,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171121,Southeast,56.42,43.58,9.15,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,High Plains,64.94,35.06,13.64,3.26,0.90,0.00,2017-11-14,2017-11-20,1
20171114,Midwest,81.68,18.32,6.76,2.40,0.00,0.00,2017-11-14,2017-11-20,1
20171114,Southeast,62.60,37.40,4.47,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171114,West,75.01,24.99,9.53,2.66,1.02,0.00,2017-11-14,2017-11-20,1
20171114,South,50.58,49.42,21.39,5.79,0.00,0.00,2017-11-14,2017-11-20,1
20171114,Northeast,91.05,8.95,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,West,73.98,26.02,9.87,2.68,1.02,0.00,2017-11-07,2017-11-13,1
20171107,High Plains,65.52,34.48,13.57,3.26,0.90,0.00,2017-11-07,2017-11-13,1
20171107,Southeast,76.83,23.17,3.72,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171107,Midwest,80.89,19.11,7.03,1.24,0.00,0.00,2017-11-07,2017-11-13,1
20171107,Northeast,91.03,8.97,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171107,South,58.96,41.04,14.42,3.36,0.00,0.00,2017-11-07,2017-11-13,1
20171031,West,71.80,28.20,11.18,3.61,1.24,0.00,2017-10-31,2017-11-06,1
20171031,Midwest,77.92,22.08,7.17,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171031,South,65.38,34.62,10.50,0.06,0.00,0.00,2017-10-31,2017-11-06,1
20171031,Northeast,89.64,10.36,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171031,High Plains,64.75,35.25,13.70,3.26,0.90,0.00,2017-10-31,2017-11-06,1
20171031,Southeast,77.63,22.37,2.27,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,Southeast,74.39,25.61,2.37,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171024,South,70.31,29.69,9.92,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171024,Northeast,36.75,63.25,12.33,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171024,West,72.96,27.04,9.87,3.48,1.24,0.00,2017-10-24,2017-10-30,1
20171024,High Plains,64.98,35.02,13.68,3.26,0.90,0.00,2017-10-24,2017-10-30,1
20171024,Midwest,74.56,25.44,7.46,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,Northeast,51.12,48.88,7.22,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171017,Midwest,69.20,30.80,7.41,0.04,0.00,0.00,2017-10-17,2017-10-23,1
20171017,West,70.80,29.20,11.27,4.08,1.24,0.00,2017-10-17,2017-10-23,1
20171017,High Plains,66.26,33.74,13.34,3.51,0.55,0.00,2017-10-17,2017-10-23,1
20171017,Southeast,70.34,29.66,2.39,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171017,South,70.38,29.62,10.73,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,Midwest,55.78,44.22,9.99,0.22,0.00,0.00,2017-10-10,2017-10-16,1
20171010,Northeast,54.31,45.69,3.94,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171010,High Plains,64.13,35.87,18.41,7.52,1.10,0.00,2017-10-10,2017-10-16,1
20171010,West,71.06,28.94,13.26,4.66,1.48,0.45,2017-10-10,2017-10-16,1
20171010,South,76.80,23.20,7.28,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171010,Southeast,79.64,20.36,2.39,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,Southeast,87.03,12.97,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20171003,Midwest,52.39,47.61,11.91,1.02,0.36,0.00,2017-10-03,2017-10-09,1
20171003,West,70.02,29.98,13.41,5.56,1.95,0.84,2017-10-03,2017-10-09,1
20171003,Northeast,55.03,44.97,3.94,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20171003,High Plains,59.87,40.13,20.46,7.73,1.10,0.00,2017-10-03,2017-10-09,1
20171003,South,77.07,22.93,6.19,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,Southeast,94.84,5.16,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170926,High Plains,56.15,43.85,21.11,8.37,1.32,0.06,2017-09-26,2017-10-02,1
20170926,West,70.07,29.93,14.27,5.88,3.55,1.45,2017-09-26,2017-10-02,1
20170926,South,72.17,27.83,2.38,0.02,0.00,0.00,2017-09-26,2017-10-02,1
20170926,Northeast,77.61,22.39,3.94,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170926,Midwest,58.41,41.59,8.86,0.77,0.25,0.00,2017-09-26,2017-10-02,1
20170919,Midwest,58.51,41.49,10.75,1.26,0.42,0.00,2017-09-19,2017-09-25,1
20170919,High Plains,43.98,56.02,28.58,10.93,1.33,0.06,2017-09-19,2017-09-25,1
20170919,South,80.04,19.96,1.92,0.18,0.00,0.00,2017-09-19,2017-09-25,1
20170919,Northeast,90.35,9.65,3.94,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170919,West,68.87,31.13,14.59,6.00,3.55,1.45,2017-09-19,2017-09-25,1
20170919,Southeast,96.64,3.36,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,South,93.01,6.99,1.04,0.02,0.00,0.00,2017-09-12,2017-09-18,1
20170912,Southeast,97.56,2.44,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170912,West,68.34,31.66,16.33,6.29,4.14,2.15,2017-09-12,2017-09-18,1
20170912,Northeast,90.92,9.08,3.94,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170912,High Plains,44.65,55.35,28.83,13.60,3.70,0.05,2017-09-12,2017-09-18,1
20170912,Midwest,62.69,37.31,8.72,1.59,0.38,0.00,2017-09-12,2017-09-18,1
20170905,Southeast,91.48,8.52,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170905,West,65.95,34.05,13.69,5.92,3.63,2.15,2017-09-05,2017-09-11,1
20170905,South,97.05,2.95,0.45,0.02,0.00,0.00,2017-09-05,2017-09-11,1
20170905,High Plains,48.95,51.05,24.68,13.52,3.80,0.05,2017-09-05,2017-09-11,1
20170905,Midwest,81.06,18.94,7.41,1.12,0.25,0.00,2017-09-05,2017-09-11,1
20170905,Northeast,87.24,12.76,4.62,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,South,97.51,2.49,0.44,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170829,Southeast,85.98,14.02,0.06,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170829,West,69.53,30.47,10.44,5.58,3.27,2.03,2017-08-29,2017-09-04,1
20170829,Northeast,87.22,12.78,4.62,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170829,Midwest,80.82,19.18,7.43,1.08,0.26,0.00,2017-08-29,2017-09-04,1
20170829,High Plains,50.05,49.95,25.09,13.64,4.01,0.05,2017-08-29,2017-09-04,1
20170822,Midwest,78.68,21.32,8.13,1.15,0.26,0.00,2017-08-22,2017-08-28,1
20170822,Southeast,90.36,9.64,0.16,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170822,High Plains,52.57,47.43,24.99,13.93,4.16,0.05,2017-08-22,2017-08-28,1
20170822,West,72.66,27.34,10.46,5.04,2.85,0.98,2017-08-22,2017-08-28,1
20170822,Northeast,89.00,11.00,4.83,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170822,South,92.37,7.63,1.25,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,South,92.69,7.31,0.62,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170815,Midwest,78.72,21.28,8.91,1.56,0.28,0.00,2017-08-15,2017-08-21,1
20170815,West,72.27,27.73,8.06,3.96,2.08,0.98,2017-08-15,2017-08-21,1
20170815,Northeast,89.00,11.00,4.83,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170815,Southeast,91.87,8.13,0.16,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170815,High Plains,49.29,50.71,28.68,16.37,6.96,0.71,2017-08-15,2017-08-21,1
20170808,South,83.97,16.03,3.99,0.46,0.00,0.00,2017-08-08,2017-08-14,1
20170808,High Plains,46.09,53.91,29.34,16.72,6.78,1.06,2017-08-08,2017-08-14,1
20170808,Midwest,80.77,19.23,8.30,1.41,0.00,0.00,2017-08-08,2017-08-14,1
20170808,Northeast,89.62,10.38,2.65,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170808,Southeast,89.51,10.49,0.08,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170808,West,65.07,34.93,7.40,3.84,2.08,0.98,2017-08-08,2017-08-14,1
20170801,Midwest,78.32,21.68,7.82,0.80,0.00,0.00,2017-08-01,2017-08-07,1
20170801,Southeast,89.51,10.49,0.08,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170801,South,79.98,20.02,7.46,0.85,0.00,0.00,2017-08-01,2017-08-07,1
20170801,West,64.04,35.96,8.90,3.34,2.08,0.98,2017-08-01,2017-08-07,1
20170801,Northeast,90.33,9.67,1.57,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170801,High Plains,41.61,58.39,31.93,17.93,8.11,1.06,2017-08-01,2017-08-07,1
20170725,Northeast,93.07,6.93,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170725,Midwest,75.99,24.01,5.31,0.19,0.00,0.00,2017-07-25,2017-07-31,1
20170725,High Plains,37.57,62.43,31.21,17.92,8.59,1.06,2017-07-25,2017-07-31,1
20170725,South,80.36,19.64,6.69,1.17,0.00,0.00,2017-07-25,2017-07-31,1
20170725,West,59.90,40.10,8.89,3.34,1.98,0.98,2017-07-25,2017-07-31,1
20170725,Southeast,94.90,5.10,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,High Plains,42.36,57.64,27.94,16.47,7.28,0.88,2017-07-18,2017-07-24,1
20170718,Southeast,98.57,1.43,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170718,Midwest,78.53,21.47,3.87,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170718,Northeast,97.20,2.80,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170718,West,62.12,37.88,9.72,3.31,1.82,0.13,2017-07-18,2017-07-24,1
20170718,South,81.09,18.91,5.65,0.39,0.00,0.00,2017-07-18,2017-07-24,1
20170711,South,83.03,16.97,4.92,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170711,Southeast,99.62,0.38,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170711,High Plains,48.15,51.85,24.04,14.16,6.60,0.00,2017-07-11,2017-07-17,1
20170711,Midwest,87.26,12.74,2.92,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170711,Northeast,98.18,1.82,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170711,West,70.91,29.09,9.44,3.30,1.82,0.00,2017-07-11,2017-07-17,1
20170704,High Plains,53.49,46.51,19.90,11.69,4.72,0.00,2017-07-04,2017-07-10,1
20170704,South,80.40,19.60,4.44,0.47,0.00,0.00,2017-07-04,2017-07-10,1
20170704,Midwest,87.14,12.86,2.09,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170704,Northeast,96.60,3.40,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170704,West,73.09,26.91,9.04,3.01,1.07,0.00,2017-07-04,2017-07-10,1
20170704,Southeast,98.58,1.42,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,High Plains,56.10,43.90,18.27,11.26,3.79,0.00,2017-06-27,2017-07-03,1
20170627,South,78.01,21.99,4.65,0.31,0.00,0.00,2017-06-27,2017-07-03,1
20170627,Midwest,87.14,12.86,1.92,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170627,West,75.86,24.14,8.67,2.20,0.56,0.00,2017-06-27,2017-07-03,1
20170627,Southeast,94.71,5.29,0.04,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170627,Northeast,97.70,2.30,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,Southeast,90.28,9.72,1.32,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170620,South,80.98,19.02,3.25,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170620,Midwest,86.79,13.21,1.92,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170620,West,74.36,25.64,7.98,1.13,0.53,0.00,2017-06-20,2017-06-26,1
20170620,Northeast,97.27,2.73,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170620,High Plains,67.63,32.37,17.11,8.61,1.39,0.00,2017-06-20,2017-06-26,1
20170613,West,77.09,22.91,6.67,0.94,0.00,0.00,2017-06-13,2017-06-19,1
20170613,Northeast,98.73,1.27,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170613,Southeast,85.35,14.65,5.90,0.48,0.00,0.00,2017-06-13,2017-06-19,1
20170613,South,84.51,15.49,1.85,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170613,High Plains,70.63,29.37,18.41,5.74,0.00,0.00,2017-06-13,2017-06-19,1
20170613,Midwest,74.10,25.90,3.02,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,West,76.77,23.23,6.34,0.11,0.00,0.00,2017-06-06,2017-06-12,1
20170606,Southeast,75.57,24.43,14.83,5.97,0.00,0.00,2017-06-06,2017-06-12,1
20170606,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170606,High Plains,71.42,28.58,19.79,3.60,0.00,0.00,2017-06-06,2017-06-12,1
20170606,South,89.19,10.81,1.02,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170606,Midwest,92.50,7.50,1.64,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,West,77.40,22.60,3.07,0.11,0.00,0.00,2017-05-30,2017-06-05,1
20170530,Midwest,95.09,4.91,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170530,Northeast,98.00,2.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170530,High Plains,74.75,25.25,6.46,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170530,Southeast,66.77,33.23,21.04,10.97,2.92,0.00,2017-05-30,2017-06-05,1
20170530,South,80.26,19.74,2.30,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,West,79.92,20.08,3.07,0.11,0.00,0.00,2017-05-23,2017-05-29,1
20170523,Northeast,97.59,2.41,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170523,South,86.34,13.66,1.72,0.09,0.00,0.00,2017-05-23,2017-05-29,1
20170523,High Plains,83.84,16.16,1.93,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170523,Midwest,98.51,1.49,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170523,Southeast,60.72,39.28,22.17,11.76,4.29,0.00,2017-05-23,2017-05-29,1
20170516,Southeast,48.07,51.93,30.48,12.52,4.46,0.00,2017-05-16,2017-05-22,1
20170516,South,76.91,23.09,5.11,0.61,0.00,0.00,2017-05-16,2017-05-22,1
20170516,High Plains,83.67,16.33,0.11,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170516,Midwest,99.91,0.09,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170516,West,79.71,20.29,3.09,0.11,0.00,0.00,2017-05-16,2017-05-22,1
20170516,Northeast,97.59,2.41,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,High Plains,85.66,14.34,0.47,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170509,Northeast,97.00,3.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170509,Southeast,47.01,52.99,30.43,12.81,2.86,0.00,2017-05-09,2017-05-15,1
20170509,Midwest,99.92,0.08,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170509,West,80.24,19.76,3.12,0.14,0.00,0.00,2017-05-09,2017-05-15,1
20170509,South,83.48,16.52,2.88,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170502,High Plains,92.76,7.24,0.75,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170502,Northeast,88.81,11.19,3.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170502,South,86.53,13.47,2.43,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170502,Southeast,40.25,59.75,33.92,12.81,1.30,0.00,2017-05-02,2017-05-08,1
20170502,West,80.43,19.57,1.91,0.14,0.00,0.00,2017-05-02,2017-05-08,1
20170425,South,76.16,23.84,5.13,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170425,West,76.72,23.28,2.65,0.17,0.00,0.00,2017-04-25,2017-05-01,1
20170425,Midwest,93.01,6.99,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170425,Northeast,83.33,16.67,3.45,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170425,Southeast,32.50,67.50,35.05,10.40,0.33,0.00,2017-04-25,2017-05-01,1
20170425,High Plains,79.91,20.09,3.85,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,Midwest,89.76,10.24,0.02,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170418,Southeast,20.84,79.16,44.10,10.87,0.92,0.00,2017-04-18,2017-04-24,1
20170418,South,67.36,32.64,9.61,1.80,0.00,0.00,2017-04-18,2017-04-24,1
20170418,High Plains,70.78,29.22,4.66,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170418,West,75.35,24.65,2.86,0.17,0.00,0.00,2017-04-18,2017-04-24,1
20170418,Northeast,77.87,22.13,7.81,0.22,0.00,0.00,2017-04-18,2017-04-24,1
20170411,High Plains,72.05,27.95,7.55,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170411,Northeast,77.87,22.13,7.88,0.77,0.00,0.00,2017-04-11,2017-04-17,1
20170411,South,62.19,37.81,12.18,2.28,0.00,0.00,2017-04-11,2017-04-17,1
20170411,Midwest,89.18,10.82,0.02,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170411,West,77.11,22.89,3.46,0.17,0.00,0.00,2017-04-11,2017-04-17,1
